Brief Name,Client,Shortlisted Agency,Agency Skills,Agency Industries,Service Description,Agency Description,Agency services,Other Services,Vision,Industry Experience,Agency Locations,Brief Region,Status,Winning Agency,Number of Agencies Shortlisted Brief,Client_WA_Interaction,Project extension with same agency,Client selected agency themselves from marketplace,Right geography / time zone,Strong skill set match,Deep / relevant sector expertise,Good cultural fit,Right price level,Strong track record,Match Score,Lead_George Patten,Lead_Gideon Hyde,Lead_Hannah Fraser,Lead_Kate Walker,Lead_Paul Bowman,Lead_Peter Sayburn,Lead_Phil Kohler,Lead_Robin Scarborough,Sub Brief Taxonomy,Main Brief Taxonomy
Product Vision Video,Fenergo,Josephmark,"(Customer_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Brand_Design), (Graphic_Design), (UX_&_UI_Design), (Mobile_App_Development), (Web_Development), (Brand_Strategy), (Creative_Production), (Social_Media), (Video_Production)",(B2B),"We are a brand, digital product and venture studio that creates  and defines businesses through cutting-edge strategy, design, and technology.","We are a brand, digital product and venture studio that creates  and defines businesses through cutting-edge strategy, design, and technology.","(Brand_Strategy), (Creative_&_Production), (UX/UI_Design)",(Website_design_and_development;_Rapid_prototyping;_Experience_design;_AR_&_VR;_Voice_design_and_games;_Venture_Strategy),,,"Australia, United Kingdom, United States",australia,Matching,unknown,3,1.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,1,0,0,0,0,0,0,0,(Video_Production),"(Production Services), (Advertising_Brand & Creative)"
SEO - Legal Services,Fletchers Solicitors,Three Whiskey,"(Digital_Strategy), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (ROl_Optimisation), (Segmentation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Digital_Performance_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)","(Fashion), (FMCG), (Healthcare), (Pharmaceutical), (Real_Estate)",Performance & Search Marketing,"A performance marketing agency that blends digital expertise, behavioural insight and brand understanding","(Marketing_Planning), (Social_&_Content), (Digital_Marketing)","(Market_research), (Analytics_and_Measurement), (Digital_Strategy)",,,"United Kingdom, United States",united kingdom,Matching,unknown,2,1.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,0,0,0,0,0,1,0,0,"(Search_Engine_Optimization/Search_Engine_Marketing), (Digital_Performance_Marketing), (PR)","(Search_Engine_Optimization/Search_Engine_Marketing), (Digital_Performance_Marketing), (PR)"
SEO - Legal Services,Fletchers Solicitors,Croud,"(Business_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (MarTech_Consulting), (Qualitative_Research), (Quantitative_Research), (ROl_Optimisation), (UX_/_UI_Design), (Artificial_Intelligence), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Digital_Performance_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (PR), (SEO_/_SEM), (Shopper_/_PoS_marketing), (Social_&_Influencer_Marketing)","(Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Grocery), (Healthcare), (Hospitality), (Manufacturing), (Not-for-Profit), (Professional_Services), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Utilities), (Scale-up)","Innovative digital marketing , transformative results, powered by a disruptive model","Innovative digital marketing , transformative results, powered by a disruptive model","(Social_&_Content), (Digital_Marketing), (Media_Buying)","(Paid_Search), (SEO), (Data_Solutions), (Strategy_&_Planning), (and_Ecommerce)",,,"United Kingdom, United States",united kingdom,Matching,unknown,2,1.0,0,0.0,0,1,1,1,0,0,0.6046511627906976,0,0,0,0,0,1,0,0,"(Search_Engine_Optimization/Search_Engine_Marketing), (Digital_Performance_Marketing), (PR)","(Search_Engine_Optimization/Search_Engine_Marketing), (Digital_Performance_Marketing), (PR)"
VOX social media account,Gala Games,Buddy Media,"(Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Social_Media), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)",(B2B),"A data-led, results-focused performance marketing agency.","A data-led, results-focused performance marketing agency.","(Marketing_Planning), (Digital_Marketing), (Social_&_Content)",(Experiential_&_Performance_Influencer),Pioneering social first marketing to deliver viral social activations,"Entertainment,Technology,Drinks,Hospitality,Financial Services",United Kingdom,united kingdom,Archived,GH05T Ltd.,3,1.0,0,0.0,1,1,1,0,0,1,0.6511627906976742,0,1,0,0,0,0,0,0,(Social_Media),(Media_Public Relations & Events)
VOX social media account,Gala Games,GH05T Ltd.,"(Data_Analytics), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production)","(Alcoholic_Beverages), (Beauty), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Grocery), (Healthcare), (Pharmaceutical), (Start-up)",We are a social media agency operating in the brand space.,We are a social media agency operating in the brand space.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning), (Social_&_Content), (Media_Buying)",,,,"United Kingdom, United States",united kingdom,Archived,GH05T Ltd.,3,1.0,0,0.0,0,1,1,1,0,1,0.6976744186046511,0,1,0,0,0,0,0,0,(Social_Media),(Media_Public Relations & Events)
VOX social media account,Gala Games,off brand.,"(Business_Strategy), (CRM_Strategy), (Data_Strategy), (Digital_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Data_Visualisation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Service_Design), (UX_/_UI_Design), (Blockchain_/_Web_3), (CRM_Implementation), (eCommerce_&_Marketplaces), (Software_Development), (Web_Development), (Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (SEO_/_SEM), (Change_Management), (Purpose), (Values_&_Culture)","(Education), (Financial_Services), (Gaming), (Healthcare), (Technology), (Information_and_Media)","digital marketing, branding & web design agency",Building beautiful digital experiences,"(UX/UI_Design), (Digital_Marketing)","(WebGL_&_3JS), (Website_builds), (branding_and_brand_guidlines)",Building beautiful digital experiences,,United Kingdom,united kingdom,Archived,GH05T Ltd.,3,1.0,0,0.0,0,0,1,1,1,1,0.6046511627906975,0,1,0,0,0,0,0,0,(Social_Media),(Media_Public Relations & Events)
VOX Souls Website,Gala Games,off brand.,"(Business_Strategy), (CRM_Strategy), (Data_Strategy), (Digital_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Data_Visualisation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Service_Design), (UX_/_UI_Design), (Blockchain_/_Web_3), (CRM_Implementation), (eCommerce_&_Marketplaces), (Software_Development), (Web_Development), (Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (SEO_/_SEM), (Change_Management), (Purpose), (Values_&_Culture)","(Education), (Financial_Services), (Gaming), (Healthcare), (Technology), (Information_and_Media)","digital marketing, branding & web design agency",Building beautiful digital experiences,"(UX/UI_Design), (Digital_Marketing)","(WebGL_&_3JS), (Website_builds), (branding_and_brand_guidlines)",Building beautiful digital experiences,,United Kingdom,united kingdom,Archived,off brand.,1,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,1,0,0,0,0,0,0,"(User_Experience/User_Interface_Design), (Web_Development)","(Experience & Design), (Tech & Development)"
VOX creative concepts,Gala Games,Studio Something,"(Brand_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Experiential_Marketing), (Internal_Communications)","(Alcoholic_Beverages), (Education), (Entertainment), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Grocery), (Manufacturing), (Not-for-Profit), (Scale-up)",Creative & Entertainment,Make something people genuinely like.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning)","(Broadcast_entertainment), (brand_design)",Make Something People Genuinely Want,"Financial Services,FMCG,Entertainment,Pensions",United Kingdom,united kingdom,Archived,Studio Something,3,1.0,0,0.0,1,0,1,1,1,0,0.6046511627906976,0,0,0,0,0,1,0,0,(Video_Production),"(Production Services), (Advertising_Brand & Creative)"
VOX creative concepts,Gala Games,off brand.,"(Business_Strategy), (CRM_Strategy), (Data_Strategy), (Digital_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Data_Visualisation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Service_Design), (UX_/_UI_Design), (Blockchain_/_Web_3), (CRM_Implementation), (eCommerce_&_Marketplaces), (Software_Development), (Web_Development), (Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (SEO_/_SEM), (Change_Management), (Purpose), (Values_&_Culture)","(Education), (Financial_Services), (Gaming), (Healthcare), (Technology), (Information_and_Media)","digital marketing, branding & web design agency",Building beautiful digital experiences,"(UX/UI_Design), (Digital_Marketing)","(WebGL_&_3JS), (Website_builds), (branding_and_brand_guidlines)",Building beautiful digital experiences,,United Kingdom,united kingdom,Archived,Studio Something,3,1.0,0,0.0,1,0,0,1,1,0,0.3720930232558139,0,0,0,0,0,1,0,0,(Video_Production),"(Production Services), (Advertising_Brand & Creative)"
VOX creative concepts,Gala Games,Daughter Studio,"(Business_Strategy), (Customer_Strategy), (Qualitative_Research), (Brand_Design), (Graphic_Design), (Proposition_Design), (UX_/_UI_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Corporate_Communications), (PR), (Shopper_/_PoS_marketing), (Internal_Communications), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Alcoholic_Beverages), (Automotive), (Beauty), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Government), (Grocery), (Hospitality), (Industry_Associations), (Manufacturing), (Not-for-Profit), (Professional_Services), (Technology), (Information_and_Media), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Independent creative agency of senior thinkers and doers.,Independent creative agency of senior thinkers and doers.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning)",,We give brands the impact they deserve by separating them from the crowd.,"Financial Services,Automotive,Utilities,Entertainment",United Kingdom,united kingdom,Archived,Studio Something,3,1.0,0,0.0,0,0,0,0,0,1,0.0930232558139534,0,0,0,0,0,1,0,0,(Video_Production),"(Production Services), (Advertising_Brand & Creative)"
New Starts Academy,Gala Games,S+Co,"(Spatial_Design), (Brand_Strategy), (Creative_Production)",(B2B),"Creating brands, experiences and spaces","Creating brands, experiences and spaces","(Brand_Strategy), (Creative_&_Production), (Spatial_&_Event_Design)",,We connect brands and experiences – across digital and physical spaces,"Retail,Financial Services,Food,Drinks,Technology,Professional Services,Entertainment,Hospitality",United Kingdom,united kingdom,Archived,S+Co,1,1.0,0,0.0,1,1,1,0,1,1,0.7906976744186045,0,1,0,0,0,0,0,0,"(Spatial_Design), (Events)","(Experience & Design), (Media_Public Relations & Events)"
Website design & build,Global Sisters,Akcelo,"(Business_Strategy), (CRM_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Future_Trends), (MarTech_Consulting), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (ROl_Optimisation), (Segmentation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (Spatial_Design), (UX_/_UI_Design), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Events), (Experiential_Marketing), (PR), (Shopper_/_PoS_marketing), (Social_&_Influencer_Marketing), (EVP_/_Employer_Branding), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Healthcare), (Industry_Associations), (QSR_(Quick_Service_Restaurant)), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Scale-up)",We build brands for  the experience era.,We build brands for  the experience era.,"(UX/UI_Design), (Social_&_Content), (CRM_&_Loyalty)",,,,"Australia, United Kingdom, United States",australia,Started,unknown,4,1.0,0,0.0,1,1,0,0,0,1,0.4186046511627906,0,0,0,0,0,0,0,1,"(User_Experience/User_Interface_Design), (Brand_Design), (Web_Development)","(Experience & Design), (Tech & Development)"
Website design & build,Global Sisters,SLIK,"(Digital_Strategy), (Experience_Strategy), (Loyalty_Strategy), (Data_Visualisation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (UX_/_UI_Design), (AR_/_VR), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Digital_Performance_Marketing)","(Alcoholic_Beverages), (Financial_Services), (FMCG), (Grocery), (Not-for-Profit), (Telecommunications), (Travel_and_Tourism), (Start-up)",We push creativity further. Building digital experiences for a new age.,We push creativity further. Building digital experiences for a new age.,"(Creative_&_Production), (UX/UI_Design), (Social_&_Content)",(Creative_Technology),,,Australia,australia,Started,unknown,4,1.0,0,0.0,1,1,0,0,0,1,0.4186046511627906,0,0,0,0,0,0,0,1,"(User_Experience/User_Interface_Design), (Brand_Design), (Web_Development)","(Experience & Design), (Tech & Development)"
Website design & build,Global Sisters,Future Friendly,,,,,,,,,,australia,Started,unknown,4,1.0,0,1.0,1,1,0,1,0,1,0.5813953488372092,0,0,0,0,0,0,0,1,"(User_Experience/User_Interface_Design), (Brand_Design), (Web_Development)","(Experience & Design), (Tech & Development)"
Website design & build,Global Sisters,Tobias,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (New_Venture_Strategy), (Product_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Brand_Design), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Artificial_Intelligence), (Software_Development), (Web_Development), (Brand_Strategy), (Employee_Experience), (EVP_/_Employer_Branding), (Learning_&_Development), (Purpose), (Values_&_Culture)","(Education), (Financial_Services), (Government), (Healthcare), (Not-for-Profit), (Professional_Services), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Scale-up), (Start-up)",Human Centered Design,Tobias is an award-winning Strategic Design and Innovation  Consultancy,"(Strategic_Design), (Proposition_Design), (Research_&_Insight)",,"We use human-centred design to help organisations create strategies, products and services that drive value and positive change.","Health,Financial Services,Government,Education,Transport",Australia,australia,Started,unknown,4,1.0,0,0.0,1,1,1,0,0,1,0.6511627906976742,0,0,0,0,0,0,0,1,"(User_Experience/User_Interface_Design), (Brand_Design), (Web_Development)","(Experience & Design), (Tech & Development)"
Lighthouse program,Google,How To Impact,"(Experience_Strategy), (Growth_&_Innovation_Strategy), (Brand_Design), (Customer_Experience_Design), (Proposition_Design), (Service_Design)","(Alcoholic_Beverages), (Beauty), (Education), (Entertainment), (FMCG), (Grocery), (Healthcare), (Manufacturing), (Not-for-Profit), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Scale-up)",Strategic Design & Innovation Consultancy,Strategic Design & Innovation Consultancy,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",(Innovation_Training),,Healthcare,"Australia, United States",australia,Started,How To Impact,3,1.0,0,0.0,1,1,1,1,0,0,0.6976744186046511,0,0,0,0,0,0,0,1,"(Growth_&_Innovation), (Proposition_Design)",(Experience & Design)
Lighthouse program,Google,Slingshot,,,,,,,,,,australia,Started,How To Impact,3,1.0,0,0.0,0,1,1,0,0,1,0.5581395348837208,0,0,0,0,0,0,0,1,"(Growth_&_Innovation), (Proposition_Design)",(Experience & Design)
Lighthouse program,Google,Innovation Media,,,,,,,,,,australia,Started,How To Impact,3,1.0,0,0.0,0,0,1,0,0,1,0.3255813953488372,0,0,0,0,0,0,0,1,"(Growth_&_Innovation), (Proposition_Design)",(Experience & Design)
Social Media - Pride Birmingham event coverage,HSBC,Nonsensical,"(Advertising), (Social_Media), (Creative_Production), (Video_Production), (Social_&_Influencer_Marketing)","(Beauty), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Gaming), (Government), (Grocery), (Healthcare), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Scale-up)",We do TikTok so you don't have to!,We do TikTok so you don't have to!,"(Creative_&_Production), (Social_&_Content), (Digital_Marketing)",(TikTok),,,United Kingdom,united kingdom,Started,Nonsensical,2,1.0,0,0.0,0,1,0,0,1,0,0.3720930232558139,0,0,0,0,1,0,0,0,"(Advertising), (Creative_Production)",(Advertising_Brand & Creative)
Social Media - Pride Birmingham event coverage,HSBC,Buddy Media,"(Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Social_Media), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (SEO_/_SEM), (Social_&_Influencer_Marketing)",(B2B),"A data-led, results-focused performance marketing agency.","A data-led, results-focused performance marketing agency.","(Marketing_Planning), (Digital_Marketing), (Social_&_Content)",(Experiential_&_Performance_Influencer),Pioneering social first marketing to deliver viral social activations,"Entertainment,Technology,Drinks,Hospitality,Financial Services",United Kingdom,united kingdom,Started,Nonsensical,2,1.0,0,0.0,0,1,1,0,0,1,0.5581395348837208,0,0,0,0,1,0,0,0,"(Advertising), (Creative_Production)",(Advertising_Brand & Creative)
Private Bank Video and Content,HSBC,Blood Orange Film,"(Advertising), (Social_Media), (Creative_Production), (Video_Production), (Animation), (Editing), (Motion_Graphics), (Video_Production)","(Alcoholic_Beverages), (Automotive), (Beauty), (Education), (Entertainment), (Fashion), (Food_and_Beverage_Services), (Grocery), (Healthcare), (Manufacturing), (Not-for-Profit), (Pharmaceutical), (Professional_Services), (Real_Estate), (Retail), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Scale-up), (Start-up)","Creative video production company, based in West London.","Creative video production company, based in West London.","(Creative_&_Production), (Social_&_Content)",,,"Automotive,Food,Alcohol & Beverage",United Kingdom,united kingdom,Started,Shoreditch Design Studio,2,1.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,0,0,0,0,0,1,0,0,"(Illustration), (Graphic_Design)",(Experience & Design)
Private Bank Video and Content,HSBC,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Started,Shoreditch Design Studio,2,1.0,0,0.0,0,1,0,1,0,1,0.4651162790697674,0,0,0,0,0,1,0,0,"(Illustration), (Graphic_Design)",(Experience & Design)
HSBC Creative Resource,HSBC,GH05T Ltd.,"(Data_Analytics), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production)","(Alcoholic_Beverages), (Beauty), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Grocery), (Healthcare), (Pharmaceutical), (Start-up)",We are a social media agency operating in the brand space.,We are a social media agency operating in the brand space.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning), (Social_&_Content), (Media_Buying)",,,,"United Kingdom, United States",united kingdom,Matching,unknown,1,1.0,0,0.0,0,1,0,0,1,1,0.4651162790697674,0,0,0,0,1,0,0,0,,
JLR Electrification Brief add on - visualisation,JLR,HeyBigMan!,"(Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (Spatial_Design), (UX_/_UI_Design), (Blockchain_/_Web_3), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Corporate_Communications), (Digital_Performance_Marketing), (Events), (Social_&_Influencer_Marketing)","(Administrative_and_Support_Services), (Alcoholic_Beverages), (Beauty), (Not-for-Profit), (Travel_and_Tourism), (Scale-up), (Start-up)",Creativity. Community. Culture. A multidisciplinary creative agency who exist to enhance brands and empower communities.,Creativity. Community. Culture. A multidisciplinary creative agency who exist to enhance brands and empower communities.,(Creative_&_Production),"(Advertising), (Branding_&_design), (Brand_comms), (Digital_marketing), (Illustration), (Film_&_animation), (Production), (Web_design)",Building businesses from a companies that people use to a businesses that people love,"Sport,Travel,Media,Fashion",United Kingdom,united kingdom,Brief Abandoned,unknown,1,1.0,0,0.0,0,1,0,1,1,1,0.6046511627906975,0,0,1,0,0,0,0,0,(Graphic_Design),(Experience & Design)
JLR FS CX Vision,JLR,CreateFuture,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Qualitative_Research), (Quantitative_Research), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Brand_Strategy), (Corporate_Communications), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture)","(Alcoholic_Beverages), (Financial_Services), (Food_and_Beverage_Services), (Pharmaceutical), (Professional_Services), (Technology), (Information_and_Media), (Scale-up)",CreateFuture is an innovation & design company. We develop new and improved products and services for global brands.,CreateFuture is an innovation & design company. We develop new and improved products and services for global brands.,"(Research_&_Insight), (Proposition_Design), (Strategic_Design), (B_Corp)","(Proposition
New_ideas_for_products_and_services_that_create_growth_from_within.

Market_research_
Business_model_design
Proposition_development_
Service_mapping_&_opportunity_spotting
Partner_selection_and_oversight
Roll-out_support


Brand_
Crafting_brands_that_motivate_colleagues_and_move_customers.

Research;_quantitative_&_qualitative
Brand_strategy_
Verbal_brand
Visual_identity_&_logo_design
Narrative_&_messaging
Launch_planning_&_activation_
__

Experience_
Powerful_experiences_to_connect_with_your_customers_and_drive_results.

Colleague_&_Customer
Research_and_insight_gathering
Planning_&_strategy_development_
Employee_experience_design_
Culture_and_capability_building
Service_design
Journey_mapping_and_design
Storytelling__

Digital
Full_website_&_digital_experience_discovery), (definition_&_design_
Planning_&_strategy_development_
Roadmap_&_Backlog_planning
Journey_and_service_mapping
UX_and_detailed_design_definition
Prototyping_&_interaction_design_
Design_system_setup
Content_strategy_&_copy_direction

Marketing
Marketing_strategy_development
Campaign_strategy_&_planning_
Comms_planning
Experiential_activations_
Idea_generation_
Content_strategy_&_copy_direction
Production_oversight_and_partner_selection
Creative_direction)",,,United Kingdom,united kingdom,Started,Loomery,3,1.0,0,0.0,0,1,1,1,1,1,0.8372093023255813,0,0,1,0,0,0,0,0,(Customer_Experience_Design),(Experience & Design)
JLR FS CX Vision,JLR,OHMY,"(Digital_Strategy), (Experience_Strategy), (Product_Strategy), (Data_Visualisation), (Research_Tools), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (Mobile_App_Development), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production)","(Automotive), (Financial_Services), (Food_and_Beverage_Services), (Gaming), (Government), (Healthcare), (Hospitality), (Pharmaceutical), (Professional_Services), (Real_Estate), (Technology), (Information_and_Media), (Travel_and_Tourism), (Scale-up), (Start-up)","A digital-first design studio that builds brands, websites and apps for ambitious businesses.","A digital-first design studio that builds brands, websites and apps for ambitious businesses.","(Brand_Strategy), (Creative_&_Production), (UX/UI_Design)",,,,United Kingdom,united kingdom,Started,Loomery,3,1.0,0,0.0,1,1,1,0,1,1,0.7906976744186045,0,0,1,0,0,0,0,0,(Customer_Experience_Design),(Experience & Design)
JLR FS CX Vision,JLR,Loomery,"(Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Data_Analytics), (MarTech_Consulting), (Qualitative_Research), (Segmentation), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (AR_/_VR), (Artificial_Intelligence), (Blockchain_/_Web_3), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Change_Management), (Employee_Experience)","(Alcoholic_Beverages), (Automotive), (Education), (Entertainment), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Government), (Grocery), (Professional_Services), (Retail), (Scale-up), (Start-up)","Trusted product teams, when you need them.","Trusted product teams, when you need them.","(Research_&_Insight), (UX/UI_Design), (Software_Development)","(We_provide_end-to-to_support_for_identifying_digital_product_strategies), (delivering_great_products_and_building_digital_product_capabilities.)",,,United Kingdom,united kingdom,Started,Loomery,3,1.0,0,0.0,0,1,1,1,1,1,0.8372093023255813,0,0,1,0,0,0,0,0,(Customer_Experience_Design),(Experience & Design)
JLR Research: Better By Design Insights Project,JLR,2CV,"(Qualitative_Research), (Quantitative_Research), (Research_Tools), (Segmentation)","(Automotive), (Beauty), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Technology), (Information_and_Media), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Utilities)",The award-winning global market research agency,The award-winning global market research agency,"(Research_&_Insight), (Brand_Strategy)",,,,"United Kingdom, United States",united kingdom,Brief Abandoned,unknown,2,1.0,0,0.0,1,1,0,0,0,1,0.4186046511627906,0,0,1,0,0,0,0,0,(Qualitative_Research),(Data_Insight & Research)
JLR Research: Better By Design Insights Project,JLR,The Nursery Research & Planning Ltd,"(Social_Media), (Video_Production)",(B2B),"Specialists in brand, communications and experience research","Specialists in brand, communications and experience research",(Research_&_Insight),,,,United Kingdom,united kingdom,Brief Abandoned,unknown,2,1.0,0,0.0,1,1,0,0,0,0,0.3255813953488372,0,0,1,0,0,0,0,0,(Qualitative_Research),(Data_Insight & Research)
OneApp UX/UI Design Extension,JLR,The Bang,"(Brand_Design), (UX_&_UI_Design), (Blockchain_/_Web_3), (Web_Development)",(B2B),UX & UI Studio,"The app, web & brand design studio","(UX/UI_Design), (Strategic_Design), (Brand_Strategy)",,To encourage future generations to enjoy managing their finances by designing frictionless and magnetic digital products,"Financial Services,Fintech,Health,Pensions,Insurance,FMCG",United Kingdom,united kingdom,Contracting,The Bang,1,2.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,1,0,0,0,0,0,(User_Experience/User_Interface_Design),(User_Experience/User_Interface_Design)
